100	10
0.581	0.629	0.974	0.465	0.034	0.089	0.494	0.3951	0.545	0.186
0.425	0.377	0.104	0.695	0.044	0.088	0.282	0.0545	0.304	0.584
0.526	2.647	0.177	0.918	0.047	0.024	0.354	0.3482	0.074	0.372
0.172	0.583	0.724	0.227	0.085	0.078	0.321	0.1829	0.332	0.596
0.146	1.248	0.318	0.603	0.037	0.053	0.171	0.1908	0.114	0.131
0.109	2.786	0.306	0.562	0.097	0.073	0.025	0.2554	0.142	0.006
0.01	1.692	0.595	0.35	0.042	0.05	0.007	0.2439	0.522	0.537
0.35	1.265	0.344	0.338	0.021	0.014	0.114	0.0073	0.406	0.417
0.453	2.267	0.3	0.153	0.06	0.02	0.133	0.1205	0.32	0.119
0.522	1.758	0.35	0.231	0.001	0.051	0.471	0.0709	0.025	0.237
0.086	2.944	0.473	0.358	0.058	0.023	0.037	0.2214	0.056	0.094
0.257	0.266	0.393	0.35	0.063	0.012	0.143	0.2539	0.403	0.164
0.173	2.488	0.196	0.991	0.065	0.033	0.369	0.4357	0.115	0.17
2	4	1	1	3	5	2	1	1.9	1
0.116	1.251	1.063	1.041	0.087	0.016	0.011	0.1299	0.392	0.017
0.177	2.75	0.795	0.793	0.065	0.027	0.056	0.0033	0.105	0.288
0.135	2.893	0.84	0.055	0.1	0.068	0.171	0.1966	0.186	0.355
0.22	1.881	0.484	0.815	0.033	0.064	0.333	0.1619	0.569	0.343
0.475	1.817	0.195	0.602	0.056	0.033	0.164	0.4276	0.211	0.134
0.135	0.075	0.754	0.681	0.051	0.032	0.351	0.0752	0.033	0.069
0.177	2.66	0.524	0.135	0.002	0.09	0.466	0.0413	0.281	0.582
0.367	1.197	0.462	0.996	0.029	0.046	0.043	0.1487	0.159	0.445
0.33	1.485	0.63	0.843	0.049	0.093	0.435	0.0529	0.01	0.352
0	0	0	0	0	0	0	0	0	0
0.037	0.181	0.632	0.064	0.014	0.05	0.195	0.1621	0.08	0.392
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.385	0.876	0.659	0.652	0.06	0.032	0.442	0.1856	0.291	0.284
0.632	1.479	0.739	1.005	0.095	0.029	0.01	0.3132	0.069	0.387
0.588	1.959	0.57	0.873	0.082	0.07	0.076	0.319	0.565	0.32
0.478	2.298	0.814	0.178	0.043	0.024	0.349	0.3116	0.46	0.141
0.039	1.238	0.702	0.338	0.041	0.027	0.254	0.2271	0.147	0.552
0.587	2.731	0.825	0.012	0.087	0.014	0.143	0.3678	0.175	0.559
0.667	1.344	0.942	0.243	0.018	0.065	0.142	0.4189	0.085	0.141
0.091	0.065	0.203	0.311	0.059	0.057	0.178	0.1667	0.129	0.06
0.203	0.88	0.997	0.64	0.013	0.023	0.367	0.1902	0.434	0.368
0.572	1.872	0.852	0.6	0.099	0.063	0.203	0.118	0.338	0.198
0.27	0.543	0.453	0.926	0.028	0.049	0.361	0.2874	0.174	0.09
0.175	2.288	0.701	0.626	0.005	0.095	0.05	0.4407	0.053	0.058
0.263	1.571	0.698	0.638	0.006	0.02	0.228	0.0954	0.568	0.05
0.545	1.878	0.983	0.385	0.045	0.04	0	0.1072	0.106	0.422
0.544	1.129	0.831	0.268	0.018	0.042	0.465	0.0943	0.109	0.271
0.08	2.677	0.771	0.694	0.068	0.066	0.281	0.0964	0.382	0.177
0.698	0.489	0.235	0.45	0.084	0.084	0.108	0.1507	0.216	0.388
0.518	0.196	0.658	0.432	0.033	0.097	0.112	0.4164	0.029	0.545
0.234	0.59	0.471	0.569	0.053	0.06	0.387	0.0585	0.48	0.326
0	0	0	0	0	0	0	0	0	0
0.187	2.757	0.187	0.302	0.087	0.038	0.043	0.4399	0.196	0.224
0	0	0	0.738	0.018	0.095	0.046	0.2268	0.334	0.509
0.53	1.727	0.832	0.781	0.053	0.016	0.27	0.159	0.499	0.536
0.021	0.246	0.753	0.523	0.081	0.031	0.45	0.3796	0.216	0.496
0.132	0.036	0.836	0.667	0.016	0.036	0.053	0.422	0.55	0.465
0.203	1.721	1.066	0.401	0.024	0.07	0.131	0.1229	0.495	0.298
0.068	0.022	0.62	0.976	0.073	0.045	0.499	0.1515	0.362	0.015
0.46	1.216	0.136	0.153	0.092	0.059	0.457	0.0132	0.002	0.375
0.681	2.472	0.433	0.523	0.042	0.054	0.011	0.0759	0.079	0.194
0.553	2.129	0.366	0.656	0.034	0.011	0.296	0.1453	0.356	0.086
0.183	0.097	0.667	0.358	0.069	0.075	0.249	0.184	0.075	0.008
0.442	2.102	0.154	0.531	0.026	0.072	0.009	0.2006	0.384	0.187
0.235	0.083	0.343	0.226	0.096	0.082	0.079	0.3439	0.132	0.368
0.459	1.543	0.62	0.014	0.028	0.058	0.419	0.3795	0.421	0.476
0.414	1.772	0.532	0.215	0.095	0.074	0.349	0.0745	0.533	0.592
0.168	0.272	0.902	0.107	0.023	0.054	0.463	0.3035	0.514	0.468
0.211	0.828	1.059	0.675	0.085	0.012	0.327	0.2954	0.191	0.104
0.431	2.609	0.883	0.273	0.095	0.049	0.498	0.003	0.404	0.307
0.345	0.734	0.696	0.938	0.023	0.092	0.3	0.3751	0.558	0.535
0.472	1.971	0.351	0.639	0.096	0.065	0.458	0.1652	0.419	0.477
0.071	0.809	0.861	0.267	0.083	0.037	0.492	0.1866	0.331	0.324
0.537	0.862	0.978	0.375	0.074	0.052	0.297	0.2759	0.178	0.024
0.499	2.913	0.185	0.585	0.047	0.052	0.189	0.0269	0.499	0.124
0.185	2.763	0	0.417	0	0.014	0	0.1458	0.34	0.297
0.184	1.373	0.161	0.773	0.061	0.008	0.101	0.4436	0.539	0.437
0.007	0.444	0.365	0.367	0.084	0.084	0.047	0.3141	0.373	0.166
0.338	2.681	0.083	0.717	0.062	0.092	0.272	0.0269	0.153	0.144
0.416	0.731	0.18	0.201	0.043	0.004	0.312	0.4063	0.273	0.223
0.664	0.65	0.936	0.297	0.085	0.052	0.028	0.3019	0.154	0.397
0.463	2.447	0.643	0.432	0.084	0.04	0.254	0.0041	0.082	0.212
0.526	1.054	0.41	0	0	0	0.103	0.189	0.114	0.102
0.194	2.784	1.092	0.848	0.067	0.007	0.401	0.1485	0.228	0.095
0.626	0.784	0.635	0.674	0.045	0.011	0.058	0.2322	0.094	0.062
0.172	0.11	0.603	0.223	0.066	0.075	0.293	0.0656	0.209	0.126
0.4	1.65	0.595	0.64	0.031	0.065	0.098	0.1187	0.546	0.403
0.665	2.929	0.646	0.454	0.026	0.058	0.187	0.1755	0.01	0.521
0.139	1.693	0.556	0.96	0.068	0.021	0.196	0.4171	0.196	0.501
0.189	1.58	0.534	0.743	0.072	0.095	0.037	0.0833	0.159	0.338
0.638	0.288	0.463	0.314	0.025	0.09	0.106	0.3902	0.5	0.199
0.522	2.699	0.588	0.091	0.012	0.051	0.386	0.418	0.142	0.36
0.529	2.692	0.355	0.552	0.01	0.008	0.382	0.4129	0.017	0.372
0.219	2.634	0.537	0.273	0.085	0.028	0.155	0.3711	0.115	0.558
0.503	1.541	0.072	0.485	0.016	0.053	0.286	0.0251	0.49	0.327
0.478	0.811	0.531	0.65	0.078	0.074	0	0	0	0
0.053	2.591	0.056	0.011	0.018	0.07	0.337	0.3536	0.594	0.524
0.038	0.729	0.821	0.542	0.007	0.006	0.358	0.2696	0.344	0.397
0.494	2.722	0.246	0.386	0.084	0.001	0.283	0.1574	0.456	0.473
0.028	1.779	0.781	0.036	0.094	0.04	0.348	0.0602	0.431	0.05
0.021	1.541	0.505	0.239	0.03	0.091	0.227	0.1775	0.236	0.356
0.326	2.142	0.034	0.195	0.029	0.017	0.088	0.0719	0.427	0.396
0.375	2.992	0.689	0.189	0.063	0.073	0.114	0.367	0.054	0.497
0.679	2.577	0.037	0.227	0.025	0.031	0.108	0.1291	0.046	0.058
0.393	2.514	0.86	0.116	0.077	0.088	0.092	0.0858	0.504	0.405
3.998	11.432	3.201	1.065	28.296	29.964	29.72	1.2714	2.388	2.747
3.628	11.726	2.979	1.258	29.314	28.787	29.002	1.2406	2.244	2.983
3.624	10.23	2.976	1.462	28.87	29.36	29.987	1.2757	1.975	2.864
3.972	11.71	3.54	1.231	29.953	28.991	29.786	1.9838	1.926	2.565
3.781	10.778	3.647	1.744	29.593	28.357	29.132	1.2434	3	2.74
3.978	11.907	3.799	1.81	28.724	28.621	29.463	1.9115	1.92	2.973
3.267	10.064	3.16	1.094	28.006	29.66	29.252	1.3439	2.776	2.6
3.358	11.392	3.554	1.089	29.033	28.722	29.798	1.209	1.528	1.961
3.014	10.926	3.941	1.615	28.312	28.799	29.729	1.3379	2.917	1.861
2.985	10.276	3.976	1.541	28.764	29.57	29.512	1.2525	1.815	2.192
3.688	10.053	2.89	1.79	29.176	29.541	29.458	1.4256	1.79	1.933
3.611	11.802	3.962	1.568	29.536	28.736	29.392	1.6161	2.783	2.558
2.753	11.318	3.566	1.954	28.616	29.735	28.566	1.3616	2.217	2.119
3.061	11.572	2.939	1.338	29.083	29.288	29.959	1.6762	1.894	1.852
4	12	4	2	30	30	30	2	3	3
3.689	11.218	2.912	1.189	29.949	29.642	29.63	1.2876	2.117	2.027
3.811	10.977	2.671	1.826	28.555	28.199	29.05	1.6583	1.876	2.198
3.346	10.21	3.482	1.509	29.15	29.647	29.244	1.8058	1.86	1.529
3.69	10.977	2.876	1.556	29.922	28.385	28.851	1.4179	2.367	2.188
3.9	10.04	2.524	1.005	28.236	28.436	28.5	1.9953	2.074	1.667
3.956	11.643	2.539	1.556	28.718	28.487	29.322	1.9547	2.495	1.6
2.765	10.83	3.236	1.838	28.32	28.636	29.045	1.5407	2.663	1.688
3.354	11.822	3.287	1.072	28.036	28.907	29.688	1.5659	2.465	1.677
3	12	4	2	30	30	30	2	3	3
2.608	11.244	3.792	1.607	29.675	28.651	28.8	1.6072	2.536	2.413
2	10	2	1	27	25	25	1	1	2
4	12	4	2	30	30	30	2	3	3
3.14	10.983	3.142	1.013	29.237	28.719	28.688	1.5661	2.203	2.248
3.409	10.041	2.597	1.627	28.279	29.348	29.737	1.6864	2.036	2.775
2.53	11.502	3.839	1.426	29.42	29.397	29.675	1.4911	1.863	2.441
2.554	11.322	2.705	1.369	28.338	28.226	29.081	1.8005	2.096	1.83
4	12	4	2	30	30	30	2	3	3
3.453	10.572	2.769	1.572	29.306	29.778	29.966	1.7266	2.517	2.835
3.911	11.571	3.64	1.366	28.405	29.936	29.973	1.8285	1.669	2.327
2.921	11.954	3.766	1.285	28.05	29.564	29.636	1.4812	1.723	1.709
3.034	10.986	3.488	1.322	29.73	28.329	28.581	1.4276	2.213	2.326
3.633	10.353	3.29	1.728	29.072	29.961	29.12	1.6536	2.435	1.925
